GROUP,GROUPDesc,freq,period,sv,svDesc,figure,sd_value
S4,Alcoholic drinks and tobacco,Y,2002,A_CM_1920,Index,57.0,
S5,Clothing and footwear,Y,2002,A_CM_1920,Index,83.0,
S6,Durable goods,Y,2002,A_CM_1920,Index,198.5,
S7,Miscellaneous goods,Y,2002,A_CM_1920,Index,66.5,
S8,Transport,Y,2002,A_CM_1920,Index,81.8,
S9,Miscellaneous services,Y,2002,A_CM_1920,Index,91.3,
,Total,Y,2003,A_CM_1920,Index,64.6,
S1,Food,Y,2003,A_CM_1920,Index,51.0,
S2,Housing,Y,2003,A_CM_1920,Index,62.7,
S3,"Electricity, gas and water",Y,2003,A_CM_1920,Index,86.8,
S4,Alcoholic drinks and tobacco,Y,2003,A_CM_1920,Index,57.1,
S5,Clothing and footwear,Y,2003,A_CM_1920,Index,80.6,
S6,Durable goods,Y,2003,A_CM_1920,Index,185.9,
S7,Miscellaneous goods,Y,2003,A_CM_1920,Index,67.2,
S8,Transport,Y,2003,A_CM_1920,Index,80.9,
S9,Miscellaneous services,Y,2003,A_CM_1920,Index,87.9,
,Total,Y,2004,A_CM_1920,Index,64.6,
S1,Food,Y,2004,A_CM_1920,Index,51.7,
S2,Housing,Y,2004,A_CM_1920,Index,60.1,
S3,"Electricity, gas and water",Y,2004,A_CM_1920,Index,98.4,
S4,Alcoholic drinks and tobacco,Y,2004,A_CM_1920,Index,57.0,
S5,Clothing and footwear,Y,2004,A_CM_1920,Index,84.9,
S6,Durable goods,Y,2004,A_CM_1920,Index,184.1,
S7,Miscellaneous goods,Y,2004,A_CM_1920,Index,68.7,
S8,Transport,Y,2004,A_CM_1920,Index,80.8,
S9,Miscellaneous services,Y,2004,A_CM_1920,Index,87.4,
,Total,Y,2005,A_CM_1920,Index,65.3,
S1,Food,Y,2005,A_CM_1920,Index,52.8,
S2,Housing,Y,2005,A_CM_1920,Index,60.2,
S3,"Electricity, gas and water",Y,2005,A_CM_1920,Index,102.3,
S4,Alcoholic drinks and tobacco,Y,2005,A_CM_1920,Index,57.2,
S5,Clothing and footwear,Y,2005,A_CM_1920,Index,87.1,
S6,Durable goods,Y,2005,A_CM_1920,Index,177.1,
S7,Miscellaneous goods,Y,2005,A_CM_1920,Index,69.2,
S8,Transport,Y,2005,A_CM_1920,Index,81.8,
S9,Miscellaneous services,Y,2005,A_CM_1920,Index,87.5,
,Total,Y,2006,A_CM_1920,Index,66.4,
S1,Food,Y,2006,A_CM_1920,Index,53.7,
S2,Housing,Y,2006,A_CM_1920,Index,62.5,
S3,"Electricity, gas and water",Y,2006,A_CM_1920,Index,104.2,
S4,Alcoholic drinks and tobacco,Y,2006,A_CM_1920,Index,54.7,
S5,Clothing and footwear,Y,2006,A_CM_1920,Index,88.8,
S6,Durable goods,Y,2006,A_CM_1920,Index,164.4,
S7,Miscellaneous goods,Y,2006,A_CM_1920,Index,69.9,
S8,Transport,Y,2006,A_CM_1920,Index,82.3,
S9,Miscellaneous services,Y,2006,A_CM_1920,Index,88.4,
,Total,Y,2007,A_CM_1920,Index,67.2,
S1,Food,Y,2007,A_CM_1920,Index,56.1,
S2,Housing,Y,2007,A_CM_1920,Index,62.1,
S3,"Electricity, gas and water",Y,2007,A_CM_1920,Index,103.4,
S4,Alcoholic drinks and tobacco,Y,2007,A_CM_1920,Index,54.4,
S5,Clothing and footwear,Y,2007,A_CM_1920,Index,91.1,
S6,Durable goods,Y,2007,A_CM_1920,Index,156.3,
S7,Miscellaneous goods,Y,2007,A_CM_1920,Index,71.8,
S8,Transport,Y,2007,A_CM_1920,Index,82.3,
S9,Miscellaneous services,Y,2007,A_CM_1920,Index,88.5,
,Total,Y,2008,A_CM_1920,Index,69.6,
S1,Food,Y,2008,A_CM_1920,Index,62.6,
S2,Housing,Y,2008,A_CM_1920,Index,62.0,
S3,"Electricity, gas and water",Y,2008,A_CM_1920,Index,94.9,
S4,Alcoholic drinks and tobacco,Y,2008,A_CM_1920,Index,54.8,
S5,Clothing and footwear,Y,2008,A_CM_1920,Index,93.4,
S6,Durable goods,Y,2008,A_CM_1920,Index,152.5,
S7,Miscellaneous goods,Y,2008,A_CM_1920,Index,75.8,
S8,Transport,Y,2008,A_CM_1920,Index,83.2,
S9,Miscellaneous services,Y,2008,A_CM_1920,Index,87.3,
,Total,Y,2009,A_CM_1920,Index,70.0,
S1,Food,Y,2009,A_CM_1920,Index,63.4,
S2,Housing,Y,2009,A_CM_1920,Index,64.6,
S3,"Electricity, gas and water",Y,2009,A_CM_1920,Index,66.2,
S4,Alcoholic drinks and tobacco,Y,2009,A_CM_1920,Index,66.7,
S5,Clothing and footwear,Y,2009,A_CM_1920,Index,96.1,
S6,Durable goods,Y,2009,A_CM_1920,Index,148.1,
S7,Miscellaneous goods,Y,2009,A_CM_1920,Index,77.8,
S8,Transport,Y,2009,A_CM_1920,Index,83.8,
S9,Miscellaneous services,Y,2009,A_CM_1920,Index,84.8,
,Total,Y,2010,A_CM_1920,Index,71.8,
S1,Food,Y,2010,A_CM_1920,Index,64.9,
S2,Housing,Y,2010,A_CM_1920,Index,64.2,
S3,"Electricity, gas and water",Y,2010,A_CM_1920,Index,100.7,
S4,Alcoholic drinks and tobacco,Y,2010,A_CM_1920,Index,69.2,
S5,Clothing and footwear,Y,2010,A_CM_1920,Index,97.2,
S6,Durable goods,Y,2010,A_CM_1920,Index,142.7,
S7,Miscellaneous goods,Y,2010,A_CM_1920,Index,79.4,
S8,Transport,Y,2010,A_CM_1920,Index,84.8,
S9,Miscellaneous services,Y,2010,A_CM_1920,Index,85.8,
,Total,Y,2011,A_CM_1920,Index,75.8,
S1,Food,Y,2011,A_CM_1920,Index,69.7,
S2,Housing,Y,2011,A_CM_1920,Index,69.3,
S3,"Electricity, gas and water",Y,2011,A_CM_1920,Index,96.4,
S4,Alcoholic drinks and tobacco,Y,2011,A_CM_1920,Index,82.4,
S5,Clothing and footwear,Y,2011,A_CM_1920,Index,103.4,
S6,Durable goods,Y,2011,A_CM_1920,Index,136.7,
S7,Miscellaneous goods,Y,2011,A_CM_1920,Index,81.8,
S8,Transport,Y,2011,A_CM_1920,Index,87.5,
S9,Miscellaneous services,Y,2011,A_CM_1920,Index,87.7,
,Total,Y,2012,A_CM_1920,Index,78.5,
S1,Food,Y,2012,A_CM_1920,Index,73.9,
S2,Housing,Y,2012,A_CM_1920,Index,72.4,
S3,"Electricity, gas and water",Y,2012,A_CM_1920,Index,85.6,
S4,Alcoholic drinks and tobacco,Y,2012,A_CM_1920,Index,85.3,
S5,Clothing and footwear,Y,2012,A_CM_1920,Index,107.1,
S6,Durable goods,Y,2012,A_CM_1920,Index,134.3,
S7,Miscellaneous goods,Y,2012,A_CM_1920,Index,83.9,
S8,Transport,Y,2012,A_CM_1920,Index,89.8,
S9,Miscellaneous services,Y,2012,A_CM_1920,Index,89.2,
,Total,Y,2013,A_CM_1920,Index,82.5,
S1,Food,Y,2013,A_CM_1920,Index,77.4,
S2,Housing,Y,2013,A_CM_1920,Index,78.2,
S3,"Electricity, gas and water",Y,2013,A_CM_1920,Index,91.8,
S4,Alcoholic drinks and tobacco,Y,2013,A_CM_1920,Index,86.4,
S5,Clothing and footwear,Y,2013,A_CM_1920,Index,109.6,
S6,Durable goods,Y,2013,A_CM_1920,Index,128.5,
S7,Miscellaneous goods,Y,2013,A_CM_1920,Index,86.7,
S8,Transport,Y,2013,A_CM_1920,Index,91.5,
S9,Miscellaneous services,Y,2013,A_CM_1920,Index,92.0,
,Total,Y,2014,A_CM_1920,Index,87.1,
S1,Food,Y,2014,A_CM_1920,Index,80.6,
S2,Housing,Y,2014,A_CM_1920,Index,84.8,
S3,"Electricity, gas and water",Y,2014,A_CM_1920,Index,108.3,
S4,Alcoholic drinks and tobacco,Y,2014,A_CM_1920,Index,92.5,
S5,Clothing and footwear,Y,2014,A_CM_1920,Index,110.1,
S6,Durable goods,Y,2014,A_CM_1920,Index,123.9,
S7,Miscellaneous goods,Y,2014,A_CM_1920,Index,89.2,
S8,Transport,Y,2014,A_CM_1920,Index,94.0,
S9,Miscellaneous services,Y,2014,A_CM_1920,Index,94.6,
,Total,Y,2015,A_CM_1920,Index,90.6,
S1,Food,Y,2015,A_CM_1920,Index,83.7,
S2,Housing,Y,2015,A_CM_1920,Index,90.2,
S3,"Electricity, gas and water",Y,2015,A_CM_1920,Index,119.9,
S4,Alcoholic drinks and tobacco,Y,2015,A_CM_1920,Index,93.8,
S5,Clothing and footwear,Y,2015,A_CM_1920,Index,108.7,
S6,Durable goods,Y,2015,A_CM_1920,Index,116.9,
S7,Miscellaneous goods,Y,2015,A_CM_1920,Index,90.3,
S8,Transport,Y,2015,A_CM_1920,Index,94.9,
S9,Miscellaneous services,Y,2015,A_CM_1920,Index,95.7,
,Total,Y,2016,A_CM_1920,Index,93.2,
S1,Food,Y,2016,A_CM_1920,Index,86.7,
S2,Housing,Y,2016,A_CM_1920,Index,94.0,
S3,"Electricity, gas and water",Y,2016,A_CM_1920,Index,121.7,
S4,Alcoholic drinks and tobacco,Y,2016,A_CM_1920,Index,95.8,
S5,Clothing and footwear,Y,2016,A_CM_1920,Index,104.4,
S6,Durable goods,Y,2016,A_CM_1920,Index,110.8,
S7,Miscellaneous goods,Y,2016,A_CM_1920,Index,91.7,
S8,Transport,Y,2016,A_CM_1920,Index,96.4,
S9,Miscellaneous services,Y,2016,A_CM_1920,Index,97.6,
,Total,Y,2017,A_CM_1920,Index,94.6,
S1,Food,Y,2017,A_CM_1920,Index,88.4,
S2,Housing,Y,2017,A_CM_1920,Index,96.1,
S3,"Electricity, gas and water",Y,2017,A_CM_1920,Index,120.7,
S4,Alcoholic drinks and tobacco,Y,2017,A_CM_1920,Index,96.8,
S5,Clothing and footwear,Y,2017,A_CM_1920,Index,103.8,
S6,Durable goods,Y,2017,A_CM_1920,Index,106.7,
S7,Miscellaneous goods,Y,2017,A_CM_1920,Index,93.5,
S8,Transport,Y,2017,A_CM_1920,Index,97.7,
S9,Miscellaneous services,Y,2017,A_CM_1920,Index,98.2,
,Total,Y,2018,A_CM_1920,Index,97.2,
S1,Food,Y,2018,A_CM_1920,Index,91.4,
S2,Housing,Y,2018,A_CM_1920,Index,99.1,
S3,"Electricity, gas and water",Y,2018,A_CM_1920,Index,127.1,
S4,Alcoholic drinks and tobacco,Y,2018,A_CM_1920,Index,98.2,
S5,Clothing and footwear,Y,2018,A_CM_1920,Index,105.5,
S6,Durable goods,Y,2018,A_CM_1920,Index,104.6,
S7,Miscellaneous goods,Y,2018,A_CM_1920,Index,95.2,
S8,Transport,Y,2018,A_CM_1920,Index,99.0,
S9,Miscellaneous services,Y,2018,A_CM_1920,Index,99.4,
,Total,Y,2019,A_CM_1920,Index,100.5,
S1,Food,Y,2019,A_CM_1920,Index,96.5,
S2,Housing,Y,2019,A_CM_1920,Index,102.9,
S3,"Electricity, gas and water",Y,2019,A_CM_1920,Index,120.1,
S4,Alcoholic drinks and tobacco,Y,2019,A_CM_1920,Index,99.7,
S5,Clothing and footwear,Y,2019,A_CM_1920,Index,103.4,
S6,Durable goods,Y,2019,A_CM_1920,Index,102.3,
S7,Miscellaneous goods,Y,2019,A_CM_1920,Index,96.7,
S8,Transport,Y,2019,A_CM_1920,Index,101.0,
S9,Miscellaneous services,Y,2019,A_CM_1920,Index,99.9,
,Total,Y,2020,A_CM_1920,Index,99.8,
S1,Food,Y,2020,A_CM_1920,Index,100.5,
S2,Housing,Y,2020,A_CM_1920,Index,100.3,
S3,"Electricity, gas and water",Y,2020,A_CM_1920,Index,89.6,
S4,Alcoholic drinks and tobacco,Y,2020,A_CM_1920,Index,100.2,
S5,Clothing and footwear,Y,2020,A_CM_1920,Index,98.9,
S6,Durable goods,Y,2020,A_CM_1920,Index,99.5,
S7,Miscellaneous goods,Y,2020,A_CM_1920,Index,101.1,
S8,Transport,Y,2020,A_CM_1920,Index,98.9,
S9,Miscellaneous services,Y,2020,A_CM_1920,Index,100.0,
,Total,Y,2021,A_CM_1920,Index,102.7,
S1,Food,Y,2021,A_CM_1920,Index,102.0,
S2,Housing,Y,2021,A_CM_1920,Index,103.0,
S3,"Electricity, gas and water",Y,2021,A_CM_1920,Index,119.2,
S4,Alcoholic drinks and tobacco,Y,2021,A_CM_1920,Index,100.6,
S5,Clothing and footwear,Y,2021,A_CM_1920,Index,102.0,
S6,Durable goods,Y,2021,A_CM_1920,Index,100.1,
S7,Miscellaneous goods,Y,2021,A_CM_1920,Index,97.5,
S8,Transport,Y,2021,A_CM_1920,Index,101.3,
S9,Miscellaneous services,Y,2021,A_CM_1920,Index,100.3,
,Total,Y,2022,A_CM_1920,Index,104.9,
S1,Food,Y,2022,A_CM_1920,Index,105.8,
S2,Housing,Y,2022,A_CM_1920,Index,104.2,
S3,"Electricity, gas and water",Y,2022,A_CM_1920,Index,126.8,
S4,Alcoholic drinks and tobacco,Y,2022,A_CM_1920,Index,102.5,
S5,Clothing and footwear,Y,2022,A_CM_1920,Index,107.4,
S6,Durable goods,Y,2022,A_CM_1920,Index,100.1,
S7,Miscellaneous goods,Y,2022,A_CM_1920,Index,97.6,
S8,Transport,Y,2022,A_CM_1920,Index,101.3,
S9,Miscellaneous services,Y,2022,A_CM_1920,Index,101.1,
,Total,Y,2023,A_CM_1920,Index,107.3,
S1,Food,Y,2023,A_CM_1920,Index,108.4,
S2,Housing,Y,2023,A_CM_1920,Index,105.8,
S3,"Electricity, gas and water",Y,2023,A_CM_1920,Index,139.1,
S4,Alcoholic drinks and tobacco,Y,2023,A_CM_1920,Index,122.5,
S5,Clothing and footwear,Y,2023,A_CM_1920,Index,112.3,
S6,Durable goods,Y,2023,A_CM_1920,Index,97.5,
S7,Miscellaneous goods,Y,2023,A_CM_1920,Index,99.4,
S8,Transport,Y,2023,A_CM_1920,Index,103.1,
S9,Miscellaneous services,Y,2023,A_CM_1920,Index,103.1,
,Total,Y,2024,A_CM_1920,Index,109.5,
S1,Food,Y,2024,A_CM_1920,Index,110.0,
S2,Housing,Y,2024,A_CM_1920,Index,108.7,
S3,"Electricity, gas and water",Y,2024,A_CM_1920,Index,140.9,
S4,Alcoholic drinks and tobacco,Y,2024,A_CM_1920,Index,149.8,
S5,Clothing and footwear,Y,2024,A_CM_1920,Index,111.2,
S6,Durable goods,Y,2024,A_CM_1920,Index,96.3,
S7,Miscellaneous goods,Y,2024,A_CM_1920,Index,100.5,
S8,Transport,Y,2024,A_CM_1920,Index,105.4,
S9,Miscellaneous services,Y,2024,A_CM_1920,Index,104.9,
,Total,Y,2025,A_CM_1920,Index,111.6,
S1,Food,Y,2025,A_CM_1920,Index,110.8,
S2,Housing,Y,2025,A_CM_1920,Index,111.8,
S3,"Electricity, gas and water",Y,2025,A_CM_1920,Index,151.1,
S4,Alcoholic drinks and tobacco,Y,2025,A_CM_1920,Index,157.6,
S5,Clothing and footwear,Y,2025,A_CM_1920,Index,107.7,
S6,Durable goods,Y,2025,A_CM_1920,Index,94.3,
S7,Miscellaneous goods,Y,2025,A_CM_1920,Index,101.7,
S8,Transport,Y,2025,A_CM_1920,Index,108.3,
S9,Miscellaneous services,Y,2025,A_CM_1920,Index,105.8,
